subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
104,1,11,0.1053,0.9627,-0.1278,0.1278,0.1768,-0.0958,0.0958,0.1327,-0.1165,0.1165,0.2792,-0.0951,0.0951,0.4313,-0.1256,0.1256,0.4022,-0.0932,0.0932,0.1496,-0.1723,0.1723,0.3494,-0.1095,0.1095,0.2308,-0.089,0.089,0.2729,-0.1097,0.1097
104,1,12,0.1189,0.3819,-0.1324,0.1324,0.1658,-0.084,0.084,0.1257,-0.1461,0.1461,0.3059,-0.0911,0.0911,0.6035,-0.1261,0.1261,0.458,-0.0987,0.0987,0.1915,-0.0959,0.0959,0.27,-0.1146,0.1146,0.1659,-0.1204,0.1204,0.2489,-0.1333,0.1333
104,1,13,0.0834,0.3076,-0.1077,0.1077,0.2101,-0.0922,0.0922,0.1081,-0.143,0.143,0.4889,-0.0801,0.0801,0.308,-0.0991,0.0991,0.4242,-0.0821,0.0821,0.1973,-0.1099,0.1099,0.2992,-0.098,0.098,0.2111,-0.0926,0.0926,0.2863,-0.1269,0.1269
104,1,14,0.1114,0.2705,-0.1184,0.1184,0.236,-0.0963,0.0963,0.1201,-0.1223,0.1223,0.601,-0.0642,0.0642,0.3426,-0.1023,0.1023,0.4423,-0.0563,0.0563,0.4179,-0.0964,0.0964,2.2436,-0.0963,0.0963,0.1846,-0.1,0.1,0.2319,-0.1057,0.1057
104,1,15,0.1172,0.249,-0.1187,0.1187,0.572,-0.1085,0.1085,0.1453,-0.1073,0.1073,0.3649,-0.0774,0.0774,0.3508,-0.1299,0.1299,0.4383,-0.085,0.085,0.5681,-0.1296,0.1296,1.4189,-0.1008,0.1008,0.1979,-0.0954,0.0954,0.5539,-0.1055,0.1055
104,1,16,0.1183,0.3752,-0.1264,0.1264,0.2168,-0.0961,0.0961,0.1368,-0.12,0.12,0.5026,-0.0802,0.0802,0.4027,-0.134,0.134,0.4666,-0.1004,0.1004,0.1537,-0.1287,0.1287,0.3843,-0.0956,0.0956,0.1904,-0.0708,0.0708,0.2342,-0.1184,0.1184
104,1,17,0.1005,0.3028,-0.1413,0.1413,0.191,-0.0894,0.0894,0.1028,-0.1603,0.1603,0.4522,-0.0693,0.0693,0.3235,-0.1262,0.1262,0.509,-0.0798,0.0798,0.346,-0.1276,0.1276,0.6559,-0.0799,0.0799,0.21,-0.088,0.088,0.2435,-0.1094,0.1094
104,1,18,0.1042,0.8304,-0.1278,0.1278,1.0853,-0.0797,0.0797,0.9731,-0.0955,0.0955,0.4692,-0.112,0.112,0.9349,-0.1168,0.1168,0.6133,-0.096,0.096,0.2262,-0.1116,0.1116,0.2729,-0.0789,0.0789,0.2038,-0.0821,0.0821,0.243,-0.126,0.126
104,1,19,0.1038,0.2429,-0.1251,0.1251,0.1805,-0.0957,0.0957,0.1145,-0.1157,0.1157,0.4033,-0.0954,0.0954,0.3416,-0.1169,0.1169,0.5164,-0.08,0.08,0.1588,-0.1182,0.1182,0.5186,-0.0881,0.0881,0.2007,-0.0706,0.0706,0.2061,-0.1052,0.1052
104,1,20,0.0925,0.3584,-0.128,0.128,0.2114,-0.0972,0.0972,0.0901,-0.1734,0.1734,0.6043,-0.0822,0.0822,0.2556,-0.1249,0.1249,0.4581,-0.0822,0.0822,0.1312,-0.1402,0.1402,0.9726,-0.0952,0.0952,0.1731,-0.0887,0.0887,0.2575,-0.1039,0.1039
104,1,21,0.1089,0.3158,-0.1235,0.1235,0.2119,-0.08,0.08,0.1089,-0.1283,0.1283,0.3669,-0.0476,0.0476,0.3478,-0.137,0.137,0.5851,-0.0808,0.0808,0.5223,-0.1302,0.1302,0.2308,-0.0955,0.0955,0.2248,-0.0805,0.0805,0.2978,-0.1118,0.1118
104,1,22,0.0893,0.3345,-0.1163,0.1163,0.2005,-0.0826,0.0826,0.0896,-0.1326,0.1326,0.3671,-0.0706,0.0706,0.3272,-0.1016,0.1016,0.4558,-0.0502,0.0502,0.1224,-0.1235,0.1235,1.7634,-0.0963,0.0963,0.2077,-0.0882,0.0882,0.2343,-0.111,0.111
104,1,23,0.1109,0.3706,-0.1505,0.1505,0.2133,-0.0759,0.0759,0.1003,-0.1427,0.1427,0.3995,-0.0769,0.0769,0.3036,-0.1188,0.1188,0.4664,-0.0798,0.0798,0.1569,-0.1196,0.1196,0.3865,-0.0958,0.0958,0.2076,-0.0884,0.0884,0.2523,-0.1126,0.1126
104,1,24,0.1067,0.3376,-0.1256,0.1256,0.2019,-0.0934,0.0934,0.0934,-0.1179,0.1179,0.4182,-0.0939,0.0939,0.3233,-0.125,0.125,0.4546,-0.0819,0.0819,0.1811,-0.1061,0.1061,0.4502,-0.0928,0.0928,0.1834,-0.0907,0.0907,0.2318,-0.121,0.121
104,1,25,0.0806,0.8146,-0.1108,0.1108,0.811,-0.1056,0.1056,0.0954,-0.0938,0.0938,1.0549,-0.0899,0.0899,0.2831,-0.1052,0.1052,0.4118,-0.0663,0.0663,0.1516,-0.1028,0.1028,0.3903,-0.0964,0.0964,0.1755,-0.102,0.102,0.257,-0.0968,0.0968
104,1,26,0.0879,0.3917,-0.1255,0.1255,0.2167,-0.083,0.083,0.0977,-0.1241,0.1241,0.5127,-0.0829,0.0829,0.3469,-0.1103,0.1103,0.4849,-0.0751,0.0751,0.1438,-0.1338,0.1338,0.3293,-0.065,0.065,0.1851,-0.0819,0.0819,0.2613,-0.1143,0.1143
104,1,27,0.0725,0.6223,-0.1318,0.1318,0.2527,-0.088,0.088,0.1145,-0.1184,0.1184,0.513,-0.0998,0.0998,0.37,-0.1108,0.1108,0.6969,-0.0806,0.0806,0.2748,-0.1115,0.1115,0.5521,-0.098,0.098,0.2104,-0.0727,0.0727,0.2152,-0.1052,0.1052
104,1,28,0.0837,0.3539,-0.103,0.103,0.1803,-0.0947,0.0947,0.1068,-0.1428,0.1428,0.421,-0.0931,0.0931,0.3363,-0.1133,0.1133,0.5005,-0.0798,0.0798,0.1842,-0.1192,0.1192,0.2621,-0.0793,0.0793,0.203,-0.082,0.082,0.2826,-0.1112,0.1112
104,1,29,0.0816,0.2847,-0.0965,0.0965,0.5717,-0.0798,0.0798,0.3262,-0.1125,0.1125,0.3259,-0.048,0.048,0.3189,-0.1219,0.1219,0.4051,-0.073,0.073,0.1378,-0.1532,0.1532,0.2805,-0.0751,0.0751,0.1932,-0.0812,0.0812,0.2292,-0.0985,0.0985
104,1,30,0.0742,0.2996,-0.1223,0.1223,0.1919,-0.083,0.083,0.0971,-0.1256,0.1256,0.6861,-0.0912,0.0912,0.3184,-0.1418,0.1418,0.4389,-0.0755,0.0755,0.1252,-0.1378,0.1378,0.2798,-0.08,0.08,0.2023,-0.0639,0.0639,0.2247,-0.1039,0.1039
104,1,31,0.1044,0.5289,-0.1105,0.1105,0.236,-0.0693,0.0693,0.0831,-0.1315,0.1315,0.4556,-0.0639,0.0639,0.6659,-0.1203,0.1203,0.596,-0.0799,0.0799,0.2084,-0.1511,0.1511,0.327,-0.0803,0.0803,0.2051,-0.0919,0.0919,0.2351,-0.0974,0.0974
104,1,32,0.1031,0.3749,-0.1121,0.1121,0.2888,-0.0639,0.0639,0.2209,-0.1079,0.1079,0.351,-0.099,0.099,0.4499,-0.1235,0.1235,0.7835,-0.0896,0.0896,0.1664,-0.1162,0.1162,0.1931,-0.0974,0.0974,0.8276,-0.1042,0.1042,0.2745,-0.1193,0.1193
104,1,33,0.0952,0.2021,-0.1026,0.1026,0.2354,-0.0739,0.0739,0.2821,-0.0991,0.0991,0.464,-0.1042,0.1042,0.3564,-0.1137,0.1137,0.398,-0.0801,0.0801,0.1085,-0.1127,0.1127,0.4254,-0.0973,0.0973,0.1838,-0.1013,0.1013,0.5568,-0.1117,0.1117
104,1,34,0.1131,0.3819,-0.1302,0.1302,0.1848,-0.109,0.109,0.109,-0.1255,0.1255,0.3365,-0.0984,0.0984,0.3007,-0.1143,0.1143,0.4253,-0.0765,0.0765,0.1099,-0.1597,0.1597,0.3384,-0.0711,0.0711,0.1902,-0.0813,0.0813,0.2368,-0.1014,0.1014
104,1,35,0.0963,0.2788,-0.132,0.132,0.1928,-0.0992,0.0992,0.1109,-0.1298,0.1298,0.3566,-0.0727,0.0727,0.3272,-0.1132,0.1132,0.4589,-0.066,0.066,0.1438,-0.1304,0.1304,0.5869,-0.0797,0.0797,0.2002,-0.0801,0.0801,0.2654,-0.0837,0.0837
104,1,36,0.0956,0.2735,-0.1189,0.1189,0.2013,-0.096,0.096,0.0971,-0.1348,0.1348,0.8343,-0.0804,0.0804,0.2837,-0.0878,0.0878,0.7864,-0.0957,0.0957,0.1914,-0.0798,0.0798,0.6657,-0.0953,0.0953,0.208,-0.0803,0.0803,0.2249,-0.1046,0.1046
104,1,37,0.1009,0.3305,-0.1283,0.1283,0.2416,-0.0979,0.0979,0.1533,-0.107,0.107,1.8105,-0.0857,0.0857,0.3445,-0.1072,0.1072,0.4433,-0.0965,0.0965,0.2331,-0.1252,0.1252,0.2905,-0.0975,0.0975,0.2155,-0.0658,0.0658,0.2376,-0.0869,0.0869
104,1,38,0.0925,0.206,-0.1102,0.1102,0.2191,-0.1066,0.1066,0.1238,-0.0856,0.0856,0.4396,-0.0816,0.0816,0.2762,-0.1087,0.1087,0.5913,-0.1055,0.1055,0.2024,-0.1036,0.1036,0.346,-0.0854,0.0854,0.162,-0.097,0.097,0.2253,-0.0859,0.0859
104,1,39,0.1282,0.4136,-0.1063,0.1063,0.162,-0.0995,0.0995,0.7017,-0.1244,0.1244,0.3347,-0.0795,0.0795,0.4885,-0.127,0.127,0.5131,-0.0764,0.0764,0.1256,-0.1243,0.1243,0.2668,-0.0931,0.0931,0.191,-0.0986,0.0986,0.2271,-0.0964,0.0964
104,1,40,0.116,0.5178,-0.1277,0.1277,0.2521,-0.0945,0.0945,0.2006,-0.1311,0.1311,0.3461,-0.0915,0.0915,0.393,-0.1235,0.1235,0.4681,-0.0973,0.0973,0.1537,-0.1301,0.1301,0.2692,-0.0924,0.0924,0.1972,-0.0795,0.0795,0.4859,-0.1063,0.1063
104,1,41,0.1006,0.3192,-0.1076,0.1076,0.2506,-0.0937,0.0937,0.1602,-0.1023,0.1023,0.3333,-0.097,0.097,-4.3751,-4.9067,4.9067,0.4045,-0.0965,0.0965,0.1277,-0.1125,0.1125,0.415,-0.0982,0.0982,0.1929,-0.1044,0.1044,0.2171,-0.1424,0.1424
104,1,42,0.0968,0.1777,-0.1421,0.1421,0.2351,-0.0962,0.0962,0.1142,-0.1323,0.1323,0.4431,-0.0779,0.0779,0.3087,-0.1391,0.1391,0.5632,-0.0852,0.0852,0.113,-0.1024,0.1024,0.3753,-0.1125,0.1125,0.1962,-0.1059,0.1059,0.2205,-0.1198,0.1198
104,1,43,0.122,0.8638,-0.1397,0.1397,0.2893,-0.1124,0.1124,0.1276,-0.1393,0.1393,0.361,-0.0908,0.0908,-4.763,-5.1752,5.1752,0.4071,-0.0999,0.0999,0.1532,-0.1476,0.1476,0.4928,-0.1073,0.1073,0.201,-0.0983,0.0983,0.328,-0.0987,0.0987
104,1,44,0.0883,0.2896,-0.1543,0.1543,0.2241,-0.0954,0.0954,0.0954,-0.1136,0.1136,0.3915,-0.0679,0.0679,0.2924,-0.1166,0.1166,0.4349,-0.0793,0.0793,0.1438,-0.1285,0.1285,0.4943,-0.0785,0.0785,0.1817,-0.0905,0.0905,0.2543,-0.1114,0.1114
104,1,45,0.1143,0.3829,-0.1102,0.1102,0.1796,-0.0802,0.0802,0.0991,-0.1112,0.1112,0.6836,-0.1197,0.1197,0.4346,-0.1225,0.1225,0.4371,-0.0977,0.0977,0.1432,-0.1433,0.1433,0.3285,-0.1024,0.1024,0.1814,-0.0949,0.0949,0.2283,-0.1265,0.1265
104,1,46,0.0793,0.2403,-0.092,0.092,0.195,-0.0793,0.0793,0.1002,-0.105,0.105,0.4668,-0.0866,0.0866,0.3244,-0.1042,0.1042,0.4587,-0.0758,0.0758,0.0947,-0.1403,0.1403,0.3414,-0.0872,0.0872,0.2008,-0.0944,0.0944,0.237,-0.1073,0.1073
104,1,47,0.1095,0.2772,-0.1173,0.1173,0.187,-0.0965,0.0965,0.0971,-0.1381,0.1381,0.3889,-0.0893,0.0893,0.3394,-0.1096,0.1096,0.4463,-0.0796,0.0796,0.176,-0.1191,0.1191,0.434,-0.0798,0.0798,0.1848,-0.0944,0.0944,0.2179,-0.0986,0.0986
104,1,48,0.0969,0.3313,-0.1142,0.1142,0.2115,-0.0967,0.0967,0.1113,-0.1101,0.1101,0.4018,-0.1237,0.1237,0.4858,-0.1051,0.1051,0.4243,-0.0617,0.0617,0.139,-0.1118,0.1118,0.3718,-0.0899,0.0899,0.2062,-0.0779,0.0779,0.2591,-0.1306,0.1306
104,1,49,0.1002,0.9249,-0.1262,0.1262,0.1753,-0.0959,0.0959,0.1365,-0.1518,0.1518,0.4088,-0.0777,0.0777,0.3843,-0.112,0.112,0.542,-0.0836,0.0836,0.2209,-0.1409,0.1409,0.5986,-0.1109,0.1109,0.3869,-0.0925,0.0925,0.4262,-0.1641,0.1641
104,1,50,0.049,6.7904,-0.0951,0.0951,0.1523,-0.072,0.072,0.115,-0.1371,0.1371,0.4426,-0.0798,0.0798,-3.9911,-4.6936,4.6936,1.2612,-0.0933,0.0933,1.829,-0.1113,0.1113,0.613,-0.1031,0.1031,0.4413,-0.0959,0.0959,0.3386,-0.1151,0.1151
